Date,low,high,open,close,volume
1421442000,196.51,209.79,200.12,208.56,1.0100000000000007
1421377200,189.0,205.0,205.0,189.0,0.02
1421373600,190.0,225.5,212.0,225.5,0.060000000000000005
1421370000,203.0,211.89,203.99,203.0,0.8100000000000005
1421366400,203.95,211.8,210.98,204.19,1.310000000000001
1422745200,217.11,225.69,225.38,218.45,809.7137979399988
1422741600,224.84,226.84,225.45,225.19,385.5192593099986
1422738000,225.0,229.53,229.22,225.1,561.69651704
1422734400,228.21,230.08,228.92,229.2,75.8878
1422730800,228.65,231.12,230.73,229.3,223.38732953999997
1422727200,229.02,232.11,230.55,229.81,161.76923905000004
1422723600,230.55,233.51,232.4,230.55,249.5930867600001
1422720000,231.4,233.99,231.8,232.39,381.2568252399994
1422716400,231.0,234.06,233.31,232.0,338.4417456399998
1422712800,230.29,234.1,230.81,233.77,177.44108448999978
1422709200,229.06,233.12,230.0,230.8,211.59139047000005
1422705600,229.7,230.85,230.7,230.52,13.915447819999999
1422702000,230.0,231.78,230.91,230.01,16.57443
1422698400,230.48,234.67,233.0,230.48,111.46927237000043
1422694800,232.5,233.0,232.77,233.0,22.105800000000016
1422691200,230.06,232.99,231.92,232.99,68.71228404999998
1422687600,227.01,232.25,228.0,232.23,254.39683316999995
1422684000,227.89,229.11,227.89,228.1,107.35970211999991
1422680400,226.81,228.5,227.2,228.5,132.76788789000008
1422676800,226.24,228.3,227.5,227.9,228.98200588000003
1422673200,227.02,228.58,228.48,227.45,257.9055244799994
1422669600,227.0,230.76,230.02,229.0,298.38578864999965
1422666000,229.4,231.11,230.6,229.75,271.84438259999973
1422662400,228.0,231.99,229.0,230.62,234.8599562799999
1422658800,228.88,233.0,231.52,229.07,314.3853528099998
1422655200,229.09,231.99,230.22,231.5,153.75101793000007
1422651600,229.95,234.0,232.57,230.6,250.07721117000006
1422648000,228.52,232.99,231.85,232.19,371.3789567299999
1422644400,230.4,233.33,231.39,231.85,366.4278687799992
1422640800,228.54,233.32,231.4,231.49,455.07308333999924
1422637200,230.77,233.65,233.12,231.85,186.2016383999999
1422633600,229.98,234.49,230.31,233.12,717.3605312999999
1422630000,229.0,231.91,230.44,230.09,298.95111911999993
1422626400,227.89,234.24,233.59,230.11,379.91641199000003
1422622800,232.47,235.75,234.36,233.91,197.84193681999983
1422619200,231.0,234.4,233.72,234.4,110.76196297999998
1422615600,232.62,234.93,234.65,234.08,73.62004438000001
1422612000,231.71,236.02,234.74,234.68,103.20690446000012
1422608400,234.25,237.1,237.1,234.79,132.18747329999997
1422604800,236.6,238.16,237.86,237.14,82.97231280999999
1422601200,237.0,243.59,241.27,238.11,203.84338353999993
1422597600,239.92,244.59,242.26,241.71,311.42745967999974
1422594000,236.62,243.0,236.62,242.78,339.5855154800003
1422590400,234.64,237.11,235.0,237.0,148.09731599999998
1422586800,233.33,236.22,236.21,234.98,109.5013966
1422583200,235.37,237.47,236.0,236.2,195.90691064000006
1422579600,235.08,236.97,236.74,236.02,159.83658900000012
1422576000,234.67,237.66,235.0,236.61,111.98325493000003
1422572400,233.02,236.72,235.59,235.03,231.21493098999989
1422568800,234.64,237.01,235.56,235.59,175.28932789000012
1422565200,232.58,239.67,238.5,235.52,430.2738415399988
1422561600,236.41,240.0,237.3,238.76,272.3566751199992
1422558000,234.25,239.87,234.26,237.32,411.8390081599985
1422554400,231.12,238.38,231.4,234.27,423.9064892999997
1422550800,230.01,232.56,232.31,230.98,122.41340940999996
1422547200,229.15,233.92,231.6,232.75,416.3926856099996
1422543600,226.0,233.02,226.52,231.6,500.8976327499999
1422540000,222.99,227.57,225.25,226.42,309.37922189000005
1422536400,223.18,227.84,225.61,225.16,395.65546549999993
1422532800,221.14,227.23,225.24,225.61,448.22738499999963
1422529200,225.0,233.52,232.86,225.13,116.7595598
1422525600,230.47,232.98,232.37,232.98,27.468232530000016
1422522000,230.13,234.05,233.35,231.99,27.917827790000025
1422518400,230.01,234.97,232.27,232.65,257.2361433999999
1422514800,230.61,236.33,235.56,231.63,197.09182289
1422511200,229.22,236.15,232.62,235.51,266.12777571000044
1422507600,232.0,238.76,236.45,232.74,297.0564835599999
1422504000,235.45,237.59,237.19,236.15,211.87894875
1422500400,237.11,242.0,240.0,237.19,355.52932778999985
1422496800,236.45,241.78,237.41,240.0,292.03200639999994
1422493200,235.0,238.0,237.47,236.42,238.0525094899996
1422489600,233.18,238.0,235.89,238.0,212.40763662999979
1422486000,233.5,239.64,233.58,236.09,376.51539320999893
1422482400,228.5,237.0,235.99,233.7,388.77726218999834
1422478800,233.68,239.53,238.69,235.99,427.8427041099989
1422475200,237.28,242.8,239.0,238.64,446.66114118999946
1422471600,234.33,250.03,239.96,239.72,1060.6868662199938
1422468000,236.05,254.51,254.3,238.0,717.8092379699997
1422464400,253.01,255.0,253.93,254.34,154.5059869099999
1422460800,253.15,255.0,253.52,253.58,98.14851510000014
1422457200,252.74,255.87,252.75,253.53,173.69485834999992
1422453600,247.81,254.0,249.34,252.75,279.50920914999995
1422450000,249.81,259.64,258.85,249.81,214.99802376000002
1422446400,258.08,260.04,259.71,259.78,51.389596
1422442800,257.74,260.1,257.84,259.51,6.019999999999999
1422439200,255.66,262.0,261.98,257.29,138.61520518999978
1422435600,258.16,262.0,258.16,261.98,99.2937075200003
1422432000,256.0,259.09,256.0,258.45,74.3700399
1422428400,254.44,256.31,255.8,256.0,10.86415856
1422424800,254.44,257.99,257.9,255.73,81.16142994
1422421200,256.75,259.35,256.75,257.89,86.01216762999994
1422417600,253.53,259.01,258.22,256.76,58.64808627000002
1422414000,256.0,259.0,258.59,258.34,71.91972784000005
1422410400,256.48,263.53,263.53,258.59,173.02417956000005
1422406800,263.51,265.52,265.03,263.52,55.49249805
1422403200,263.6,265.99,263.96,265.04,93.82414244000006
1422399600,262.0,264.0,263.7,263.65,26.259513170000012
1422396000,259.86,263.94,260.51,263.94,74.18196163
1422392400,257.55,262.97,262.1,260.99,111.72277343999995
1422388800,262.07,265.01,264.49,262.97,119.48119567000002
1422385200,262.0,265.43,264.99,264.5,52.55825617999999
1422381600,264.09,266.33,264.48,264.9,14.72255829
1422378000,261.94,266.49,261.95,264.14,160.84534189
1422374400,259.5,262.7,261.5,262.0,41.848687999999996
1422370800,259.0,264.13,264.13,261.5,11.075423999999996
1422367200,262.0,266.0,264.96,264.39,26.789344000000014
1422363600,257.0,267.5,257.0,264.35,25.379395600000002
1422360000,257.5,257.5,257.5,257.5,1.0
1422356400,248.85,256.72,248.97,250.54,39.49337396000002
1422352800,244.03,257.99,257.99,249.81,112.03220750999986
1422349200,257.6,261.98,257.6,258.78,20.542884140000062
1422345600,257.67,259.7,259.0,257.67,5.9781699999999995
1422342000,258.07,261.96,260.0,258.99,41.29719642999999
1422338400,258.0,260.52,259.99,260.0,38.48328417
1422334800,258.46,261.95,261.49,258.73,43.49254719000001
1422331200,257.31,261.99,257.49,260.53,79.10562183
1422327600,253.99,261.0,261.0,257.41,52.37689700000002
1422324000,258.0,263.25,258.7,261.2,44.16291476000002
1422320400,254.99,265.12,265.03,258.5,162.6766719199998
1422316800,263.25,278.47,274.73,265.1,324.7055447499999
1422313200,269.6,274.55,270.0,274.48,76.96274236999999
1422309600,269.7,276.06,269.7,270.0,230.032807
1422306000,267.0,269.99,268.0,269.69,67.48539290000002
1422302400,265.01,270.78,265.86,269.19,112.14592556000001
1422298800,262.0,267.0,262.0,266.48,83.60858849999993
1422295200,261.99,270.39,268.11,261.99,182.12474367
1422291600,267.5,277.74,274.0,268.16,57.467378000000025
1422288000,269.99,276.09,269.99,273.5,75.30545
1422284400,261.95,282.63,279.27,269.0,128.18598752
1422280800,241.43,322.72,300.0,279.28,2772.265566519999
1422277200,296.84,303.0,303.0,301.01,199.90249999999995
1422273600,302.9,306.55,306.55,304.13,47.965500000000006
1422270000,300.0,302.16,302.16,300.0,30.000000000000004
1422266400,298.24,307.46,301.3,302.91,45.296
1422262800,300.4,300.4,300.4,300.4,0.02
1422259200,299.0,300.0,299.0,300.0,0.53
1422255600,284.25,298.28,284.25,284.73,587.4978000000002
1422244800,277.7,283.28,277.7,283.28,13.500000000000002
1422241200,280.0,290.0,280.0,281.79,3.4125
1422237600,269.05,277.32,269.05,277.32,1.49
1422234000,263.82,275.26,263.82,269.2,463.70136000000025
1422230400,260.43,263.16,262.78,260.75,1.418552
1422223200,251.97,256.26,251.97,254.53,199.6138
1422219600,250.3,252.96,250.33,252.53,42.249300000000005
1422212400,248.21,249.8,248.21,249.8,2.1599999999999997
1422208800,247.23,248.68,247.5,248.68,6.215199999999999
1422205200,247.5,249.57,248.24,248.17,3.5267999999999997
1422201600,247.08,249.28,247.71,249.01,43.72089999999999
1422198000,245.32,249.99,249.99,247.47,116.26000000000002
1422194400,247.08,252.53,247.9,247.08,25.5961
1422183600,245.82,246.12,246.12,245.82,24.1478
1422180000,247.08,247.08,247.08,247.08,1.9082
1422176400,248.11,248.25,248.11,248.25,4.720000000000001
1422172800,250.17,250.49,250.17,250.49,1.0
1422165600,250.52,250.53,250.53,250.52,1.0
1422158400,250.91,251.74,251.74,250.91,0.11
1422151200,253.55,255.05,254.84,253.81,3.52744094
1422147600,247.55,250.23,248.02,250.23,3.0
1422136800,240.0,250.0,250.0,240.0,1.0099999999999998
1422129600,250.58,250.58,250.58,250.58,0.5
1422122400,241.0,241.0,241.0,241.0,0.01
1422118800,235.0,240.0,235.0,240.0,0.2
1422057600,215.0,216.0,215.0,216.0,0.02
1423436400,223.82,224.72,224.25,223.99,147.48822016999986
1423432800,222.77,224.5,223.11,224.4,164.58069900000024
1423429200,223.0,224.29,224.29,223.11,206.47614753999991
1423425600,223.29,224.85,223.43,224.36,143.6080978800001
1423422000,222.48,223.71,222.74,223.42,142.33307397999997
1423418400,222.35,223.95,222.9,223.3,248.5320647899996
1423414800,221.89,223.11,222.8,222.93,206.06377637000017
1423411200,220.0,222.98,221.97,222.93,299.6939888999996
1423407600,221.0,226.78,225.56,222.09,420.0071685399998
1423404000,225.21,226.01,225.9,225.61,89.71220418000004
1423400400,221.1,226.56,222.11,226.29,201.86810409999984
1423396800,222.09,229.5,229.5,222.11,430.1693999199998
1423393200,228.68,231.6,228.68,229.5,238.7888714599999
1423389600,227.87,228.99,228.12,228.62,8.725993999999998
1423386000,227.62,229.99,229.78,228.12,47.83427565
1423382400,226.28,229.89,226.28,229.89,112.80473487999998
1423378800,225.33,227.23,225.4,226.15,104.50717864000019
1423375200,225.0,226.2,226.11,225.44,162.01992392999998
1423371600,226.04,228.39,226.76,226.11,83.37811430000001
1423368000,226.02,228.74,228.31,226.76,143.90102368000018
1423364400,228.0,228.73,228.18,228.37,118.79711462000019
1423360800,227.01,229.2,227.17,228.47,253.97385500000019
1423357200,227.17,229.11,228.8,227.17,189.06076476000013
1423353600,228.3,229.47,229.16,228.72,130.2703945200004
1423350000,228.38,229.79,229.77,229.0,105.59660851000004
1423346400,228.45,229.79,228.48,229.79,140.33425603
1423342800,227.55,229.1,228.95,228.64,188.1409185
1423339200,228.36,229.5,228.43,229.1,264.4397386300001
1423335600,226.68,228.61,228.0,228.43,274.7048305499997
1423332000,225.31,228.55,225.5,227.92,333.4757237099988
1423328400,224.99,227.44,226.48,225.45,245.20709163000004
1423324800,224.95,227.87,225.66,226.47,422.14588550999963
1423321200,225.0,227.7,226.5,225.57,178.38030926
1423317600,226.6,230.14,229.6,226.93,187.19872209999983
1423314000,228.89,230.5,229.6,229.96,79.89635950000003
1423310400,228.91,229.92,229.73,229.58,20.150454220000004
1423306800,228.7,230.3,230.29,229.87,51.10025830000004
1423303200,225.63,230.16,225.63,230.16,495.46793818999964
1423299600,224.17,226.0,224.17,225.81,66.12366020000003
1423296000,223.35,225.35,224.39,224.42,93.48894657000031
1423292400,224.02,225.11,224.67,224.48,54.97061017999998
1423288800,224.15,225.25,224.57,224.59,63.7192162
1423285200,224.25,225.43,224.66,224.42,26.633713599999997
1423281600,224.18,226.4,225.84,224.83,163.63831831999997
1423278000,224.0,226.11,226.11,225.83,178.03498316999983
1423274400,224.41,226.23,224.86,226.11,221.07175788999987
1423270800,223.02,224.85,223.54,224.56,176.78462127999995
1423267200,222.67,224.05,223.2,223.94,69.29398567999998
1423263600,221.91,224.05,223.9,223.2,186.1254339899999
1423260000,220.43,224.7,223.85,223.8,581.6299767299993
1423256400,223.4,224.42,224.04,223.89,60.235514509999966
1423252800,223.0,224.51,223.05,224.05,182.5363231300002
1423249200,222.9,225.95,225.9,223.14,533.5066880699999
1423245600,223.0,226.64,223.9,225.9,382.7467181899998
1423242000,222.03,224.98,222.77,223.95,175.66268555000016
1423238400,222.77,225.01,223.99,222.77,344.9942341400002
1423234800,221.9,224.0,223.59,223.7,165.20933244000005
1423231200,220.28,225.0,221.89,223.34,318.06070883999956
1423227600,218.24,222.0,218.45,222.0,113.14124770000002
1423224000,216.03,219.57,218.67,218.07,169.5833995999998
1423220400,217.05,220.08,217.11,218.71,112.0117489
1423216800,216.71,220.25,218.29,217.08,137.85874700000005
1423213200,218.33,219.91,218.89,218.38,29.717214600000002
1423209600,217.61,219.21,218.0,219.13,9.049298499999994
1423206000,217.15,220.61,220.09,218.0,114.80291997000006
1423202400,217.77,220.55,218.38,219.61,103.02567626999988
1423198800,216.9,220.25,217.04,218.1,320.6446673900002
1423195200,216.48,221.97,220.49,217.1,520.2095780100007
1423191600,218.58,220.97,218.58,220.4,268.5390233299998
1423188000,218.3,220.79,219.74,218.58,219.28746012999991
1423184400,217.87,219.94,218.02,219.87,345.43481616000054
1423180800,216.46,218.8,216.84,218.1,299.9516534900004
1423177200,216.0,219.07,218.03,216.76,693.0163967500055
1423173600,216.21,218.64,218.5,218.03,268.21706554999986
1423170000,217.71,219.76,219.09,218.5,283.7575736499998
1423166400,217.95,219.98,218.52,219.4,396.3104927500004
1423162800,217.51,220.68,218.29,219.11,443.6435364900012
1423159200,217.33,220.24,218.02,218.26,460.7469450000018
1423155600,216.78,224.25,223.21,217.4,735.1480562300027
1423152000,215.3,223.25,217.52,222.72,651.2876398800029
1423148400,215.0,225.6,224.67,216.61,1262.6311755100007
1423144800,224.24,226.35,224.75,224.66,173.83586899999986
1423141200,223.63,225.17,225.17,224.5,138.87154099999984
1423137600,223.5,225.76,225.5,224.71,198.27327406000012
1423134000,224.35,226.18,226.18,225.24,166.70823367999995
1423130400,225.56,226.7,225.57,226.2,54.74242280000012
1423126800,224.57,225.77,225.37,224.89,6.057178000000001
1423123200,225.0,227.15,226.39,225.23,46.20926422000007
1423119600,223.41,226.6,224.62,226.47,105.2218575299999
1423116000,224.22,225.95,224.57,224.68,81.89591526999988
1423112400,224.09,226.83,226.21,224.66,232.83718412999988
1423108800,225.5,227.94,227.21,225.69,157.17576497999988
1423105200,227.23,228.9,228.06,227.26,250.59211399999919
1423101600,228.0,228.9,228.5,228.07,186.8733026699999
1423098000,226.21,228.88,226.52,228.65,218.23170908999984
1423094400,226.49,228.0,227.11,226.5,193.01701668999974
1423090800,224.9,227.5,224.96,227.11,265.1918043799999
1423087200,224.47,227.0,225.62,224.67,306.4054433999997
1423083600,224.39,227.86,227.86,225.2,504.65139522000084
1423080000,225.5,230.99,228.0,227.87,1168.1050821299987
1423076400,224.75,228.0,224.86,228.0,552.8681009199996
1423072800,222.69,225.76,222.69,224.85,593.6862000000002
1423069200,221.5,225.42,224.49,222.51,383.8132477900004
1423065600,223.36,226.73,226.01,224.47,546.5574216400006
1423062000,223.49,227.62,224.1,226.01,436.49818240999963
1423058400,222.05,225.03,223.08,223.78,368.0045039999998
1423054800,223.25,229.2,228.2,223.25,296.25921225
1423051200,225.26,228.8,227.36,228.16,231.67174854999982
1423047600,224.92,228.79,224.92,227.3,186.62415781999974
1423044000,222.11,225.26,222.11,224.93,77.32860400000017
1423040400,221.85,225.92,225.09,222.11,263.62350000000015
1423036800,222.72,225.62,223.5,225.11,264.2119599999999
1423033200,222.06,226.51,226.51,223.5,563.0114716700011
1423029600,225.87,227.81,226.51,226.71,128.92185999999992
1423026000,225.87,229.04,227.4,226.51,377.0098799300004
1423022400,226.8,228.25,226.91,227.39,309.64568643999996
1423018800,226.89,229.79,229.1,226.99,597.8825523999999
1423015200,228.64,230.25,229.41,229.14,212.49084946999992
1423011600,228.0,230.06,228.84,229.44,294.2845999999999
1423008000,228.44,230.0,228.77,229.54,218.94180999999446
1423004400,227.05,230.74,229.99,228.58,381.4509299999991
1423000800,227.0,230.45,227.62,229.96,518.4216346599992
1422997200,225.32,229.97,229.97,227.62,402.0251709900014
1422993600,228.0,230.82,229.99,229.9,143.10702809000006
1422990000,227.45,233.49,233.49,230.0,607.388174359999
1422986400,232.0,242.22,239.34,233.5,545.6678237799994
1422982800,237.74,242.1,237.74,239.34,1149.5508104699989
1422979200,236.62,240.07,236.89,237.45,924.0916650599987
1422975600,236.01,241.99,241.06,236.51,387.0199323000004
1422972000,239.69,243.07,240.12,241.0,578.5891867000012
1422968400,239.16,240.93,239.94,240.14,91.8771375699999
1422964800,236.81,241.12,240.84,239.91,293.6346419100012
1422961200,240.35,243.9,243.09,240.84,93.48491100000004
1422957600,236.9,243.12,239.9,242.91,156.43417499999995
1422954000,240.0,243.58,242.49,240.0,90.55792599999958
1422950400,238.52,243.84,238.69,242.65,245.2725161199999
1422946800,237.03,238.7,238.02,238.69,117.46366497999979
1422943200,238.01,239.51,239.28,238.01,69.36237082000002
1422939600,237.22,239.48,238.07,239.3,128.9421303799997
1422936000,237.27,238.5,237.79,238.05,35.023669430000005
1422932400,237.05,239.52,238.6,237.7,298.3380802199991
1422928800,236.88,239.47,237.03,238.52,182.9015472599998
1422925200,236.88,240.38,240.32,236.88,362.13607269000147
1422921600,236.9,242.0,237.01,240.27,519.2017888500001
1422918000,231.99,240.1,232.02,237.83,1324.4396637999948
1422914400,226.75,232.12,227.6,232.12,454.5494330099998
1422910800,225.18,227.99,227.08,227.58,489.2625903600006
1422907200,226.59,228.01,226.59,227.08,152.45158747999977
1422903600,223.6,228.0,226.66,227.0,864.6075070699994
1422900000,224.0,227.55,225.04,226.83,563.479774
1422896400,223.84,225.57,224.0,225.26,213.11390100000003
1422892800,220.89,225.1,223.3,224.11,260.3951711299998
1422889200,222.88,228.0,227.44,223.34,376.5555954600001
1422885600,225.95,229.72,226.92,226.64,326.8462371600002
1422882000,221.54,230.51,227.92,226.95,396.82528199999996
1422878400,222.01,228.26,226.08,227.82,221.8162538000003
1422874800,224.62,226.07,224.65,226.05,47.21659900000022
1422871200,224.4,225.96,225.08,224.92,47.008700000000104
1422867600,224.2,226.36,224.89,225.04,97.14514440000002
1422864000,223.89,226.97,224.91,224.56,161.9232144800002
1422860400,222.17,226.39,222.95,224.8,133.58787559999985
1422856800,222.33,227.0,226.98,223.29,170.47090679999977
1422853200,226.04,228.4,228.28,227.06,69.86638688999996
1422849600,228.05,229.99,229.0,228.28,182.5078339999999
1422846000,226.15,231.4,229.77,228.71,359.2659922600012
1422842400,227.69,229.7,228.0,229.7,90.45847514999994
1422838800,225.89,230.34,230.34,228.0,194.70789238999947
1422835200,226.9,231.76,228.39,230.29,253.13219894000036
1422831600,227.0,229.98,227.77,228.99,189.4549929999999
1422828000,226.43,233.79,232.35,227.67,359.4843027499997
1422824400,227.3,233.12,227.38,232.12,720.0182820900009
1422820800,226.14,230.86,228.25,227.27,452.72185142999876
1422817200,224.01,229.05,224.1,228.25,691.8255769800008
1422813600,220.48,224.5,222.04,224.5,295.7723014
1422810000,218.96,223.11,220.88,222.11,463.0294756400004
1422806400,217.85,222.5,217.85,220.75,709.297261009999
1422802800,213.57,218.52,213.61,217.48,452.46238779
1422799200,212.0,214.75,214.42,213.64,241.5820999999997
1422795600,212.87,214.69,214.0,214.61,103.79719999999999
1422792000,210.0,215.5,214.0,213.55,214.63500100000027
1422788400,212.2,215.11,215.11,213.72,118.42849799999995
1422784800,212.87,216.57,214.36,214.0,187.1355235699998
1422781200,213.0,218.16,218.15,213.63,228.72264086999937
1422777600,217.42,219.7,219.11,218.15,64.64650381000006
1422774000,218.99,219.8,219.5,219.14,4.569300999999983
1422770400,217.77,219.5,218.0,219.5,244.5816019999989
1422766800,217.17,219.41,219.07,218.15,249.43706999999884
1422763200,218.0,220.11,218.99,219.08,170.08045779000003
1422759600,216.49,220.73,218.35,218.6,304.40321528999954
1422756000,216.19,220.08,220.08,218.31,178.73303737999953
1422752400,217.54,220.4,218.15,220.08,161.31709862
1422748800,216.16,219.79,218.67,217.64,427.3390405299987
1424127600,234.04,237.32,236.71,234.68,430.2736090400013
1424124000,235.0,237.45,237.12,236.82,573.4873673500006
1424120400,237.06,240.05,238.51,237.06,577.8492021899995
1424116800,237.3,239.18,237.84,238.51,428.0921530699996
1424113200,236.53,238.1,237.5,237.42,414.5418377799999
1424109600,235.5,238.8,235.67,237.5,614.0750969400009
1424106000,231.95,237.44,236.1,235.67,931.3022169300003
1424102400,234.8,236.45,236.04,236.3,250.77593461999965
1424098800,234.9,236.4,236.15,236.04,278.47408079
1424095200,234.03,237.97,234.54,236.42,492.64343053000056
1424091600,232.1,234.97,234.54,234.3,222.30816584999957
1424088000,231.69,235.0,234.23,234.16,341.0596014800001
1424084400,233.37,238.0,237.8,234.44,457.3220575799998
1424080800,236.01,239.5,238.85,238.01,288.8904312400004
1424077200,233.8,241.0,233.93,238.54,1037.8750666300004
1424073600,231.55,234.11,233.43,233.93,252.91492786999973
1424070000,233.11,234.91,234.28,233.57,182.86518576999973
1424066400,232.57,235.85,232.72,234.15,318.42648203
1424062800,231.44,233.37,232.34,232.97,329.5371805199999
1424059200,230.5,232.61,230.72,232.34,172.06091929999994
1424055600,230.25,232.23,231.23,230.72,271.3618511799997
1424052000,229.69,232.62,229.88,231.19,637.5639951199994
1424048400,229.6,233.76,233.02,229.96,553.0548631699997
1424044800,232.23,235.86,235.54,233.0,449.0865254600005
1424041200,233.74,235.79,234.12,235.54,228.77930423999993
1424037600,229.81,234.49,232.0,234.11,513.3637898200006
1424034000,230.61,234.9,233.44,232.0,889.5251299600004
1424030400,228.0,235.04,235.0,233.52,1747.713299989996
1424026800,234.88,244.26,243.99,235.0,1675.5217448199949
1424023200,243.69,245.57,244.25,243.69,400.28482000000054
1424019600,241.03,246.46,241.26,245.05,653.5751949599999
1424016000,239.95,246.69,243.75,241.12,1012.9865153600003
1424012400,240.12,246.15,245.37,243.73,1363.8767670399989
1424008800,245.15,251.04,249.47,245.37,803.7326963999989
1424005200,248.39,253.13,251.53,249.47,381.6047289599998
1424001600,249.57,255.13,255.13,251.53,595.57776572
1423998000,252.5,259.48,258.15,255.01,808.8662721500002
1423994400,258.0,265.29,265.24,258.0,436.03380739999966
1423990800,258.87,267.86,259.12,264.93,697.2420839900005
1423987200,256.18,260.0,257.49,259.02,454.2423910099997
1423983600,256.92,259.9,258.2,257.49,272.8333752399997
1423980000,256.01,258.92,256.74,258.39,391.99269136999914
1423976400,243.0,258.0,257.46,256.46,732.5879321600011
1423972800,250.67,257.6,255.34,257.47,568.8330489099999
1423969200,247.65,261.22,259.14,248.28,707.6390224700003
1423965600,257.45,260.04,259.71,258.76,275.32389999999975
1423962000,256.76,263.13,257.27,259.7,762.6810727700004
1423958400,254.53,257.63,256.66,257.27,565.6767569600003
1423954800,255.95,259.13,258.66,256.66,889.6575080900013
1423951200,254.07,259.98,255.0,258.63,1303.7192225799981
1423947600,253.56,257.99,254.49,255.12,1865.83540018999
1423944000,247.53,254.99,247.78,254.66,1029.22453512
1423940400,245.43,248.14,246.54,247.78,516.6345346000014
1423936800,245.11,248.06,246.21,246.62,702.5348773800005
1423933200,244.81,248.06,248.0,246.21,456.30811006
1423929600,246.34,249.5,248.32,248.0,336.9115257300004
1423926000,245.0,249.76,246.49,248.31,460.8496849100002
1423922400,246.28,248.23,247.11,246.49,243.14915355999995
1423918800,243.79,247.98,243.95,247.98,298.97141099000015
1423915200,243.86,247.63,247.55,244.05,337.36824049999996
1423911600,247.13,249.52,249.02,247.23,212.19746461999986
1423908000,248.01,249.82,248.88,249.02,233.10936934000017
1423904400,248.08,251.71,249.08,249.8,478.28180460000044
1423900800,247.15,250.18,248.86,249.08,444.84483516000097
1423897200,247.97,251.58,249.8,248.99,1052.3820792999988
1423893600,244.83,249.97,244.93,249.78,1777.8605206899956
1423890000,239.92,245.0,241.06,244.94,669.6771722600016
1423886400,239.09,241.46,239.47,241.06,614.8464001100002
1423882800,237.22,239.86,238.0,239.81,225.2703370199997
1423879200,237.16,239.4,238.75,238.0,274.66648724000004
1423875600,237.72,239.62,238.77,238.9,400.1892389300006
1423872000,236.08,239.0,236.92,238.77,495.6062400200002
1423868400,236.2,237.21,236.97,236.49,308.4599983000002
1423864800,234.96,237.71,235.77,236.97,850.9532254000003
1423861200,235.0,238.25,237.81,235.77,654.6469570400003
1423857600,237.0,238.77,237.18,237.78,355.0342078100006
1423854000,236.0,238.44,236.19,237.2,545.1144576800001
1423850400,236.0,240.47,239.89,236.19,1200.5732465999988
1423846800,238.18,240.37,239.18,239.88,879.0719555699989
1423843200,237.99,242.36,241.11,239.45,1081.0949801299982
